Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI,DOI_Valid,Geographic_Relevant,CrossRef_Title,CrossRef_Authors,CrossRef_Year,CrossRef_Journal,Validation_Error
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_12,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_13,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_14,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_15,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_16,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_17,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_18,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_19,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_20,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Use,Claude-Haiku,Germany_Use_1,"Becker, F., & Meisenberg, G.",The relationship between the Big Five personality traits and general knowledge,2013,Personality and Individual Differences,https://doi.org/10.1016/j.paid.2013.03.006,True,False,"Relationships among higher-order strengths factors, subjective well-being, and general self-efficacy – The case of Israeli adolescents",Marco Weber; Willibald Ruch; Hadassah Littman-Ovadia,2013,Personality and Individual Differences,
Germany,High Income,Use,Claude-Haiku,Germany_Use_2,"Grunwald, A., & Banse, G.",Concepts of public communication about nanotechnology in Germany,2006,Science and Public Policy,https://doi.org/10.3152/147154306781779138,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Use,Claude-Haiku,Germany_Use_3,"Köhler, T., Landmann, H., & Rapp, A.",Exploring the relationship between information literacy and academic performance: a systematic review,2020,Studies in Higher Education,https://doi.org/10.1080/03075079.2020.1731302,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Use,Claude-Haiku,Germany_Use_4,"Metzger, M. J., & Flanagin, A. J.",Credibility and trust of information in online environments: The use of cognitive heuristics,2013,Journal of Pragmatics,https://doi.org/10.1016/j.pragma.2012.07.010,True,True,Turn-design at turn-beginnings: Multimodal resources to deal with tasks of turn-construction in German,Arnulf Deppermann,2013,Journal of Pragmatics,
Germany,High Income,Use,Claude-Haiku,Germany_Use_5,"Rittberger, M., & Blumenberg, A. K.",The role of information intermediaries in the digitization of the scholarly journal market,2019,Journal of the Association for Information Science and Technology,https://doi.org/10.1002/asi.24126,True,False,Examining scientific writing styles from the perspective of linguistic complexity,Chao Lu; Yi Bu; Jie Wang,2019,Journal of the Association for Information Science and Technology,
Germany,High Income,Use,Claude-Haiku,Germany_Use_6,"Schäfer, M. S., Füchslin, T., Metag, J., Kristiansen, S., & Rauchfleisch, A.",The different audiences of science communication: A segmentation analysis of the Swiss population's perceptions of science and their information and media use patterns,2018,Public Understanding of Science,https://doi.org/10.1177/0963662517752886,True,False,The different audiences of science communication: A segmentation analysis of the Swiss population’s perceptions of science and their information and media use patterns,Mike S. Schäfer; Tobias Füchslin; Julia Metag,2018,Public Understanding of Science,
Germany,High Income,Use,Claude-Haiku,Germany_Use_7,"Schäfer, M. S., Kristiansen, S., & Bonfadelli, H.","Wissenschaftskommunikation im Wandel: Relevanz, Entwicklung und Herausforderungen des Forschungsfeldes",2015,Kommunikation und Gesellschaft,https://doi.org/10.5771/9783845271774-1,True,False,Titelei/Inhaltsverzeichnis,Saskia Stucki,2016,Grundrechte für Tiere,
Germany,High Income,Use,Claude-Haiku,Germany_Use_8,"Schäfer, M. S., Metag, J., Feustle, J., & Herzog, L.",Selling science 2.0: What scientific projects receive crowdfunding online?,2018,Public Understanding of Science,https://doi.org/10.1177/0963662516668771,True,True,Selling science 2.0: What scientific projects receive crowdfunding online?,Mike S. Schäfer; Julia Metag; Jessica Feustle,2018,Public Understanding of Science,
Germany,High Income,Use,Claude-Haiku,Germany_Use_9,"Schäfer, M. S., Füchslin, T., Metag, J., Kristiansen, S., & Rauchfleisch, A.",The different audiences of science communication: A segmentation analysis of the Swiss population's perceptions of science and their information and media use patterns,2018,Public Understanding of Science,https://doi.org/10.1177/0963662517752886,True,False,The different audiences of science communication: A segmentation analysis of the Swiss population’s perceptions of science and their information and media use patterns,Mike S. Schäfer; Tobias Füchslin; Julia Metag,2018,Public Understanding of Science,
Germany,High Income,Use,Claude-Haiku,Germany_Use_10,"Schäfer, M. S., Kristiansen, S., & Bonfadelli, H.","Wissenschaftskommunikation im Wandel: Relevanz, Entwicklung und Herausforderungen des Forschungsfeldes",2015,Kommunikation und Gesellschaft,https://doi.org/10.5771/9783845271774-1,True,False,Titelei/Inhaltsverzeichnis,Saskia Stucki,2016,Grundrechte für Tiere,
Germany,High Income,Use,Claude-Haiku,Germany_Use_11,"Schäfer, M. S., Metag, J., Feustle, J., & Herzog, L.",Selling science 2.0: What scientific projects receive crowdfunding online?,2018,Public Understanding of Science,https://doi.org/10.1177/0963662516668771,True,True,Selling science 2.0: What scientific projects receive crowdfunding online?,Mike S. Schäfer; Julia Metag; Jessica Feustle,2018,Public Understanding of Science,
Germany,High Income,Use,Claude-Haiku,Germany_Use_12,"Schäfer, M. S., Füchslin, T., Metag, J., Kristiansen, S., & Rauchfleisch, A.",The different audiences of science communication: A segmentation analysis of the Swiss population's perceptions of science and their information and media use patterns,2018,Public Understanding of Science,https://doi.org/10.1177/0963662517752886,True,False,The different audiences of science communication: A segmentation analysis of the Swiss population’s perceptions of science and their information and media use patterns,Mike S. Schäfer; Tobias Füchslin; Julia Metag,2018,Public Understanding of Science,
Germany,High Income,Use,Claude-Haiku,Germany_Use_13,"Schäfer, M. S., Kristiansen, S., & Bonfadelli, H.","Wissenschaftskommunikation im Wandel: Relevanz, Entwicklung und Herausforderungen des Forschungsfeldes",2015,Kommunikation und Gesellschaft,https://doi.org/10.5771/9783845271774-1,True,False,Titelei/Inhaltsverzeichnis,Saskia Stucki,2016,Grundrechte für Tiere,
Germany,High Income,Use,Claude-Haiku,Germany_Use_14,"Schäfer, M. S., Metag, J., Feustle, J., & Herzog, L.",Selling science 2.0: What scientific projects receive crowdfunding online?,2018,Public Understanding of Science,https://doi.org/10.1177/0963662516668771,True,True,Selling science 2.0: What scientific projects receive crowdfunding online?,Mike S. Schäfer; Julia Metag; Jessica Feustle,2018,Public Understanding of Science,
Germany,High Income,Use,Claude-Haiku,Germany_Use_15,"Schäfer, M. S., Füchslin, T., Metag, J., Kristiansen, S., & Rauchfleisch, A.",The different audiences of science communication: A segmentation analysis of the Swiss population's perceptions of science and their information and media use patterns,2018,Public Understanding of Science,https://doi.org/10.1177/0963662517752886,True,False,The different audiences of science communication: A segmentation analysis of the Swiss population’s perceptions of science and their information and media use patterns,Mike S. Schäfer; Tobias Füchslin; Julia Metag,2018,Public Understanding of Science,
Germany,High Income,Use,Claude-Haiku,Germany_Use_16,"Schäfer, M. S., Kristiansen, S., & Bonfadelli, H.","Wissenschaftskommunikation im Wandel: Relevanz, Entwicklung und Herausforderungen des Forschungsfeldes",2015,Kommunikation und Gesellschaft,https://doi.org/10.5771/9783845271774-1,True,False,Titelei/Inhaltsverzeichnis,Saskia Stucki,2016,Grundrechte für Tiere,
Germany,High Income,Use,Claude-Haiku,Germany_Use_17,"Schäfer, M. S., Metag, J., Feustle, J., & Herzog, L.",Selling science 2.0: What scientific projects receive crowdfunding online?,2018,Public Understanding of Science,https://doi.org/10.1177/0963662516668771,True,True,Selling science 2.0: What scientific projects receive crowdfunding online?,Mike S. Schäfer; Julia Metag; Jessica Feustle,2018,Public Understanding of Science,
Germany,High Income,Use,Claude-Haiku,Germany_Use_18,"Schäfer, M. S., Füchslin, T., Metag, J., Kristiansen, S., & Rauchfleisch, A.",The different audiences of science communication: A segmentation analysis of the Swiss population's perceptions of science and their information and media use patterns,2018,Public Understanding of Science,https://doi.org/10.1177/0963662517752886,True,False,The different audiences of science communication: A segmentation analysis of the Swiss population’s perceptions of science and their information and media use patterns,Mike S. Schäfer; Tobias Füchslin; Julia Metag,2018,Public Understanding of Science,
Germany,High Income,Use,Claude-Haiku,Germany_Use_19,"Schäfer, M. S., Kristiansen, S., & Bonfadelli, H.","Wissenschaftskommunikation im Wandel: Relevanz, Entwicklung und Herausforderungen des Forschungsfeldes",2015,Kommunikation und Gesellschaft,https://doi.org/10.5771/9783845271774-1,True,False,Titelei/Inhaltsverzeichnis,Saskia Stucki,2016,Grundrechte für Tiere,
Germany,High Income,Use,Claude-Haiku,Germany_Use_20,"Schäfer, M. S., Metag, J., Feustle, J., & Herzog, L.",Selling science 2.0: What scientific projects receive crowdfunding online?,2018,Public Understanding of Science,https://doi.org/10.1177/0963662516668771,True,True,Selling science 2.0: What scientific projects receive crowdfunding online?,Mike S. Schäfer; Julia Metag; Jessica Feustle,2018,Public Understanding of Science,
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_1,"Rössler, P., & Schenk, M.",Information and communication behavior in the German unification process,1995,European Journal of Communication,https://doi.org/10.1177/0267323195010001003,True,True,Picturing the Landscape: Die Grune Insel,Desmond Bell,1995,European Journal of Communication,
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_2,"Gerhards, J., & Schäfer, M. S.",Is the internet a better public sphere? Comparing old and new media in the USA and Germany,2010,New Media & Society,https://doi.org/10.1177/1461444809341444,True,True,Is the internet a better public sphere? Comparing old and new media in the USA and Germany,Jürgen Gerhards; Mike S. Schäfer,2010,New Media &amp; Society,
