Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI,DOI_Valid,Geographic_Relevant,CrossRef_Title,CrossRef_Authors,CrossRef_Year,CrossRef_Journal,Validation_Error
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_8,"Were, J. & Mutula, S.",Information and communication technologies (ICTs) and education in Kenya: an assessment of the status and challenges,2009,The Electronic Library,10.1108/02640470910957736,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_9,"Mutula, S. & Makau, J.",Information and communication technologies (ICTs) and the agricultural sector in Kenya: an assessment of the status and challenges,2010,The Electronic Library,10.1108/02640471011051835,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_10,"Ocholla, D.",Information and knowledge management in the informal sector in Kenya: a case study of the Jua Kali sector,2010,Information Development,10.1177/0266666910378545,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_11,"Njeru, J.",Information seeking behaviour of micro and small enterprises (MSEs) in Kenya,2011,Library Review,10.1108/00242531111117689,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_12,"Mutula, S. & Were, J.",Information and communication technologies (ICTs) and the public sector in Kenya: an assessment of the status and challenges,2008,The Electronic Library,10.1108/02640470810898345,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_13,"Ocholla, D.",Information needs and information-seeking behaviour of teachers in Kenya,2008,Education for Information,10.3233/EFI-2008-0057,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_14,"Mutula, S. & Were, J.",Information and communication technologies (ICTs) and the private sector in Kenya: an assessment of the status and challenges,2009,The Electronic Library,10.1108/02640470910957745,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_1,"Ahmed, M. S.; Islam, M. A.; & Siddique, M. A. B.",Information seeking behavior of rural people in Bangladesh: A case study,2014,Library Review,10.1108/LR-03-2014-0030,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_2,"Rahman, M. M.; & Islam, M. S.","Use of internet for information seeking by the students of Jahangirnagar University, Bangladesh",2013,Library Philosophy and Practice,10.1007/s10791-013-9234-9,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_3,"Siddike, M. A.; & Islam, M. S.","Information seeking behavior of the students of Khulna University, Bangladesh",2011,The Electronic Library,10.1108/02640471111119578,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_4,"Rahman, M. M.; & Islam, M. S.","Use of search engines by the students of Dhaka University, Bangladesh",2018,Information Technology and Libraries,10.6017/ital.v37i4.10585,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_5,"Islam, M. S.; & Hossain, M. I.",Information literacy skills and information seeking behavior of university students in Bangladesh,2019,Education for Information,10.3233/EFI-190309,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_6,"Hossain, M. A.; & Rahman, M. M.",Information seeking behavior and digital divide in Bangladesh,2021,Library Hi Tech,10.1108/LHT-07-2020-0160,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Use,Gemini-Flash-Lite,Bangladesh_Use_1,"Chowdhury, M. A., & Haque, M. A.",Information Seeking Behavior of University Students in Bangladesh: A Case Study,2010,Library Review,59,False,False,,,,,Invalid DOI format
Bangladesh,Lower-Middle Income,Use,Gemini-Flash-Lite,Bangladesh_Use_2,"Islam, M. S., & Siddique, M. A. B.",Information Needs and Information Seeking Behavior of Farmers in Bangladesh: A Case Study,2011,The Electronic Library,29,False,False,,,,,Invalid DOI format
Bangladesh,Lower-Middle Income,Use,Gemini-Flash-Lite,Bangladesh_Use_3,"Ahmed, S. U., & Chowdhury, M. A.",The Impact of Mobile Phones on Information Access in Rural Bangladesh,2011,Information Technologies & International Development,7,False,False,,,,,Invalid DOI format
Bangladesh,Lower-Middle Income,Use,Gemini-Flash-Lite,Bangladesh_Use_4,"Rahman, M. M., & Islam, M. S.",The Role of Libraries in Promoting Information Literacy in Bangladesh,2015,Library Philosophy and Practice,1,False,False,,,,,Invalid DOI format
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_1,"Chowdhury, M. A.; Islam, M. S.; & Haque, M. Z.",Use of ICT for agricultural information dissemination in Bangladesh: A study on farmers' perspective,2013,Information Development,10.1177/0266666913498765,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_2,"Islam, M. S.; Chowdhury, M. A.; & Haque, M. Z.",Information needs and seeking behavior of rural women in Bangladesh,2014,Information Development,10.1177/0266666914538765,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_3,"Rahman, M. M.; Islam, M. S.; & Haque, M. Z.",Information and communication technology (ICT) and rural development in Bangladesh: A review of the literature,2015,Information Development,10.1177/0266666915590765,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_4,"Islam, M. S.; Rahman, M. M.; & Haque, M. Z.",Information seeking behavior of undergraduate students in Bangladesh: A case study,2017,Library Review,10.1108/LR-03-2017-0027,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_5,"Chowdhury, M. A.; Islam, M. S.; & Haque, M. Z.",Mobile phone use and information access among rural people in Bangladesh,2018,Information Technology for Development,10.1080/02681102.2018.1448765,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_6,"Chowdhury, M. A.; Islam, M. S.; & Haque, M. Z.",The role of community radio in disseminating information in rural Bangladesh,2022,Telecommunications Policy,10.1016/j.telpol.2022.102222,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_7,"Hossain, M. A.; Islam, M. S.; & Rahman, M. M.",The use of WhatsApp for information dissemination in Bangladesh: A case study,2024,Information Technology for Development,10.1080/02681102.2024.2300000,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_8,"Haque, M. Z.; Islam, M. S.; & Rahman, M. M.",The impact of digital literacy on information access in Bangladesh,2020,Information Technology & People,10.1108/ITP-03-2020-0158,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_9,"Islam, M. S.; Rahman, M. M.; & Haque, M. Z.",Information and communication technology (ICT) and education in Bangladesh: A review,2021,Education and Information Technologies,10.1007/s10639-021-10584-9,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_10,"Rahman, M. M.; Islam, M. S.; & Haque, M. Z.",Information sharing and trust in online communities in Bangladesh,2023,Behaviour & Information Technology,10.1080/0144929X.2023.2250000,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Needs,Gemini-Flash-Lite,Bangladesh_Needs_1,"Haque, M. A.; Islam, M. S.; & Rahman, M. M.",Information Needs and Information Seeking Behavior of the Farmers in Bangladesh: A Study on the Use of ICT,2017,Library Philosophy and Practice,10.1007/s10796-017-9786-5,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Needs,Gemini-Flash-Lite,Bangladesh_Needs_2,"Haque, M. A.; & Islam, M. S.",Information Needs and Information Seeking Behavior of the Doctors in Bangladesh: A Case Study,2018,Library Philosophy and Practice,10.1007/s10796-018-9834-2,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Needs,Gemini-Flash-Lite,Bangladesh_Needs_3,"Haque, M. A.; & Islam, M. S.",Information Needs and Information Seeking Behavior of the Librarians in Bangladesh: A Case Study,2018,Library Philosophy and Practice,10.1007/s10796-018-9835-1,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Needs,Gemini-Flash-Lite,Bangladesh_Needs_4,"Haque, M. A.; & Islam, M. S.",Information Needs and Information Seeking Behavior of the Government Officials in Bangladesh: A Case Study,2019,Library Philosophy and Practice,10.1007/s10796-019-9912-5,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Bangladesh_Behavior_1,"Islam, M. A.; Chowdhury, G. G.",Use of the Internet by academics in Bangladesh: a survey,2005,Online Information Review,10.1108/14684520510608349,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Bangladesh_Behavior_2,"Hossain, M. A.; Islam, M. A.",Information needs and information seeking behavior of rural people in Bangladesh,2008,Library Review,10.1108/00242530810860575,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Bangladesh_Behavior_3,"Chowdhury, S.; Haque, M. A.",Information literacy skills of undergraduate students in Bangladesh,2012,The International Information & Library Review,10.1080/10572317.2012.10762906,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Bangladesh_Behavior_4,"Islam, M. A.; Chowdhury, G. G.",Information behaviour of medical doctors in Bangladesh,2013,Aslib Proceedings,10.1108/AP-09-2012-0100,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Bangladesh_Behavior_5,"Haque, M. A.; Islam, M. A.",Information seeking behaviour of researchers in Bangladesh: a case study,2014,Library Management,10.1108/LM-03-2013-0029,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Bangladesh_Behavior_6,"Islam, M. A.; Chowdhury, G. G.",Information behaviour of lawyers in Bangladesh,2018,Information Development,10.1177/0266666917748366,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Bangladesh_Behavior_7,"Rahman, M. M.; Islam, M. A.",Information seeking behavior of teachers in Bangladesh,2019,Education and Information Technologies,10.1007/s10639-018-9785-5,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Bangladesh_Behavior_8,"Hossain, M. I.; Islam, M. A.",Information seeking behavior of librarians in Bangladesh,2021,Library Hi Tech,10.1108/LHT-03-2020-0058,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Bangladesh_Behavior_9,"Islam, M. A.; Chowdhury, G. G.",Information behaviour of engineers in Bangladesh,2022,Information Development,10.1177/02666669211068596,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Bangladesh_Behavior_10,"Haque, M. A.; Islam, M. A.",Information seeking behavior of social science researchers in Bangladesh,2013,The Electronic Library,10.1108/EL-03-2012-0030,False,False,,,,,DOI not found in CrossRef
Bangladesh,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Bangladesh_Behavior_11,"Islam, M. A.; Chowdhury, G. G.",Information behaviour of agricultural scientists in Bangladesh,2015,Information Development,10.1177/0266666914559599,False,False,,,,,DOI not found in CrossRef
